hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
1445D;36037;9;15.4.2005 0:00;361 Viikinranta;3611;260;0.0;1;2004.0;2015;2016;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;YKSITYISHENKILÖ(T);Kaupunki myy / myynyt;560;0,060719974;0,085111154;0,25
1452A;49207;1;17.1.1997 0:00;492 Jollas;4921;700;0.0;4;1993.0;2000;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;SKANSKA;Yksityinen;850;0,049523782;0,003501452;3,5
1453A;49208;1;17.1.1997 0:00;492 Jollas;4921;110;0.0;1;1995.0;2000;2000;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Yksityinen;850;0,049523782;0,003501452;3,5
1453B;49208;2;17.1.1997 0:00;492 Jollas;4921;110;0.0;1;1993.0;2001;2012;19.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;YKSITYISHENKILÖ(T);Yksityinen;850;0,049523782;0,003501452;5,25
1453F;49208;8;10.8.2001 0:00;492 Jollas;4921;159;0.0;1;2001.0;2003;2004;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;3,25
1468B;22397;1;11.11.2005 0:00;220 Vallila;2201;3710;0.0;53;2005.0;2010;2011;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;520;0,054166181;0,017556635;1,25
1468C;22397;2;11.11.2005 0:00;220 Vallila;2201;2630;0.0;41;2005.0;2011;2011;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Valtio;520;0,054166181;0,017556635;1,5
1468D;22397;3;11.11.2005 0:00;220 Vallila;2201;3528;0.0;42;2005.0;2008;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Valtio;520;0,054166181;0,017556635;4,75
1468E;22396;1;11.11.2005 0:00;220 Vallila;2201;4185;0.0;54;2005.0;2007;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Valtio;520;0,054166181;0,017556635;3,75
1471A;30076;41;5.1.2006 0:00;302 Kuusisaari;3020;414;0.0;2;1981.0;2001;2003;22.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;TUNTEMATON;Yksityinen;340;0,032642181;0,013160617;5,25
1475A;54175;14;9.6.2000 0:00;541 Keski-Vuosaari;5414;4118;0.0;48;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ASOASUNNOT OY;Kaupunki;980;0,041691154;0,008984244;0
1475B;54175;22;9.6.2000 0:00;541 Keski-Vuosaari;5414;5950;0.0;74;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;VVO;Kaupunki;980;0,041691154;0,008984244;0
1475C;54175;16;9.6.2000 0:00;541 Keski-Vuosaari;5414;2556;0.0;33;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ASOASUNNOT OY;Kaupunki;980;0,041691154;0,008984244;0
1495A;47275;1;26.11.2004 0:00;473 Mellunmäki;4733;2565;0.0;29;2007.0;2010;2011;4.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;970;0,026411054;0,005881889;1,25
1495B;47275;2;26.11.2004 0:00;473 Mellunmäki;4733;2160;100.0;28;2007.0;2010;2011;4.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;TA-YHTIÖT;Yksityinen;970;0,026411054;0,005881889;1,25
1495C;47274;1;26.11.2004 0:00;473 Mellunmäki;4733;1750;0.0;18;2007.0;2009;2010;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;TA-YHTIÖT;Yksityinen;970;0,026411054;0,005881889;5
1495D;47274;2;26.11.2004 0:00;473 Mellunmäki;4733;2160;0.0;26;2007.0;2009;2010;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;TA-YHTIÖT;Yksityinen;970;0,026411054;0,005881889;5
1496A;34168;24a;14.10.2021 0:00;341 Länsi-Pakila;3414;2266;0.0;62;2021.0;2022;2023;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;T2H RAKENNUS;Yksityinen;660;0,037223429;0,003984467;-0,5
1496B;34168;24b;14.10.2021 0:00;341 Länsi-Pakila;3414;1084;0.0;12;2021.0;2022;2023;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Rivitalo;T2H RAKENNUS;Yksityinen;660;0,037223429;0,003984467;-0,5
1503A;54260;2;24.4.1998 0:00;541 Keski-Vuosaari;5412;2548;0.0;27;1997.0;2001;2002;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;ATT;Kaupunki;960;0,038147447;0,008984244;5,25
1503B;54260;3;24.4.1998 0:00;541 Keski-Vuosaari;5412;2503;0.0;25;1998.0;2001;2002;4.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Rivitalo;ATT;Kaupunki;960;0,038147447;0,008984244;5,25
1504A;54262;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,5
1504B;54262;2;24.4.1998 0:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;5,25
1504C;54262;3;24.4.1998 0:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;5,25
1504D;54262;4;24.4.1998 0:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2001;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;5,25
1504E;54262;5;24.4.1998 0:00;541 Keski-Vuosaari;5412;194;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;5,25
1504F;54262;6;24.4.1998 0:00;541 Keski-Vuosaari;5412;216;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,5
1505A;54263;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,5
1505B;54263;2;24.4.1998 0:00;541 Keski-Vuosaari;5412;189;0.0;1;1998.0;2001;2002;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;5,25
1505C;54263;4;20.2.2009 0:00;541 Keski-Vuosaari;5412;263;0.0;2;1998.0;2002;2003;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,5
1506A;54264;1;24.4.1998 0:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2003;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,25
1506B;54264;2;24.4.1998 0:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2002;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,5
1506C;54264;3;24.4.1998 0:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2002;2003;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;3,5
1506D;54264;4;24.4.1998 0:00;541 Keski-Vuosaari;5412;189;0.0;1;1997.0;2001;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;960;0,038147447;0,008984244;5,25
1536A;11339;10;30.11.1990 0:00;113 Torkkelinmäki;1130;487;0.0;8;0.0;2017;2018;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;530;0,056179064;-0,00173758;0
1536B;11339;10;30.11.1990 0:00;113 Torkkelinmäki;1130;750;0.0;12;0.0;2017;2018;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;530;0,056179064;-0,00173758;0
1543A;45178;5;4.9.1998 0:00;457 Itäkeskus;4571;2950;0.0;42;1997.0;1999;2000;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;K.OY ASIAKKAANKATU/SATO-RAKENN;Kaupunki;930;0,038189944;-0,004678153;0
1543B;45178;6;4.9.1998 0:00;457 Itäkeskus;4571;4700;0.0;66;1997.0;2000;2001;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;OY ALF. A. PALMBERG/SATO-RAK.;Kaupunki;930;0,038189944;-0,004678153;3,5
1554A;45504;3;24.1.1997 0:00;457 Itäkeskus;4573;1309;0.0;10;1996.0;1999;2000;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;930;0,038189944;-0,004678153;0
1554B;45505;1;24.1.1997 0:00;457 Itäkeskus;4573;1266;0.0;9;1996.0;1999;2000;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;SATO-RAKENNUTTAJAT OY;Kaupunki;930;0,038189944;-0,004678153;0
1577A;13446;12;8.8.2005 0:00;130 Etu-Töölö;1303;898;0.0;27;0.0;2015;2018;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;KOJAMO;Yksityinen;100;0,056069056;0,005124204;0,25
1577B;13446;12;8.8.2005 0:00;130 Etu-Töölö;1303;2728;0.0;75;0.0;2017;2018;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;KOJAMO;Yksityinen;100;0,056069056;0,005124204;0
1577C;13446;12;8.8.2005 0:00;130 Etu-Töölö;1303;898;0.0;8;0.0;2017;2017;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;TUNTEMATON;Yksityinen;100;0,056069056;0,005124204;0
1579B;45452;17;24.11.1993 0:00;451 Vartioharju;4512;140;0.0;1;1993.0;1994;2001;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ok/Paritalo;TUNTEMATON;Yksityinen;950;0,040112264;0,001804418;0
1594A;39055;40;6.4.1994 0:00;391 Tapaninvainio;3911;165;0.0;1;1994.0;1998;2000;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;780;0,031688522;0,000421776;0
1601A;54177;7;14.10.2005 0:00;541 Keski-Vuosaari;5414;3200;0.0;61;2004.0;2006;2007;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;NUORISOSÄÄTIÖ;Kaupunki;980;0,041691154;0,008984244;2,5
1601B;54177;6;9.6.2000 0:00;541 Keski-Vuosaari;5414;7900;300.0;107;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;980;0,041691154;0,008984244;0
1605A;36062;16;19.11.1999 0:00;364 Viikinmäki;3640;4000;0.0;56;1999.0;2000;2001;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;3,5
1605B;36062;17;19.11.1999 0:00;364 Viikinmäki;3640;3200;0.0;45;1999.0;2000;2001;2.0;Välimuoto;Asumisoikeusasuntoja;Valtion tuki;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;3,5
1605C;36062;19;6.4.2001 0:00;364 Viikinmäki;3640;3000;0.0;41;1999.0;2000;2001;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;3,5
1606A;36057;1;6.4.2001 0:00;364 Viikinmäki;3640;2705;0.0;37;2000.0;2001;2002;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;5,25
1606B;36057;2;6.4.2001 0:00;364 Viikinmäki;3640;3495;0.0;47;1999.0;2001;2002;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;5,25
1635B;49212;2;17.1.1997 0:00;492 Jollas;4921;300;0.0;1;1995.0;2000;2001;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;3,5
1635D;49212;3;6.8.1999 0:00;492 Jollas;4921;150;0.0;1;2000.0;1999;2000;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;850;0,049523782;0,003501452;0
1667A;54137;4;14.8.1998 0:00;545 Kallahti;5452;5700;0.0;54;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Yksityinen;980;0,041691154;-0,005546525;0
1667B;54136;5;14.8.1998 0:00;545 Kallahti;5452;3700;0.0;40;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;YIT;Yksityinen;980;0,041691154;-0,005546525;0
1671A;38214;5;2.7.1999 0:00;381 Ylä-Malmi;3811;8380;0.0;109;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;VVO;Kaupunki;700;0,033210111;-0,001442207;0
1671B;38214;6;2.7.1999 0:00;381 Ylä-Malmi;3811;1720;0.0;27;1998.0;1999;2001;3.0;Välimuoto;Osaomistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;VVO;Kaupunki;700;0,033210111;-0,001442207;0
1677A;33075;18;26.10.2001 0:00;332 Maununneva;3321;156;0.0;1;1997.0;2001;2001;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;0,045512241;0,010523717;5,25
1677B;33075;19;26.10.2001 0:00;332 Maununneva;3321;133;0.0;1;1997.0;2001;2002;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;0,045512241;0,010523717;5,25
1677C;33075;20;26.10.2001 0:00;332 Maununneva;3321;120;0.0;1;1997.0;2003;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;0,045512241;0,010523717;3,25
1677D;33075;21;26.10.2001 0:00;332 Maununneva;3321;120;0.0;1;1997.0;2002;2004;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;430;0,045512241;0,010523717;3,5
1695A;45218;19;30.1.1998 0:00;452 Puotila;4520;2512;0.0;53;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;SATO-YHTYMÄ OYJ (KY);Kaupunki;910;0,040798319;0,00554134;0
1695B;45218;18;30.1.1998 0:00;452 Puotila;4520;1538;0.0;22;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;SATO-YHTYMÄ OYJ;Kaupunki;910;0,040798319;0,00554134;0
1702A;47280;3;29.5.1998 0:00;474 Kivikko;4743;4300;0.0;56;1995.0;2001;2002;7.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Valtio;940;0,031552956;0,017502569;5,25
1702B;47286;1;29.5.1998 0:00;474 Kivikko;4743;2200;0.0;30;1996.0;2001;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Valtio;940;0,031552956;0,017502569;5,25
1703A;47280;1;29.5.1998 0:00;474 Kivikko;4743;2050;0.0;20;1996.0;2000;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ASOASUNNOT OY;Valtio;940;0,031552956;0,017502569;3,5
1703B;47280;2;29.5.1998 0:00;474 Kivikko;4743;3050;0.0;29;1996.0;2000;2001;5.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ASOASUNNOT OY;Valtio;940;0,031552956;0,017502569;3,5
1710A;45344;1;17.10.1997 0:00;454 Myllypuro;4543;2450;0.0;28;1998.0;1999;2000;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;ATT;Kaupunki;920;0,04036742;0,016449551;0
1710B;45344;2;17.10.1997 0:00;454 Myllypuro;4543;2090;0.0;24;1998.0;1999;2000;2.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;920;0,04036742;0,016449551;0
1726A;49038;1;11.8.2000 0:00;491 Yliskylä;4915;250;0.0;2;2000.0;2003;2004;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;TUNTEMATON;Yksityinen;840;0,038558118;0,009596514;3,25
1726B;49038;3;11.8.2000 0:00;491 Yliskylä;4915;200;0.0;1;2000.0;2001;2002;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Pientalo;OMATOIMINEN RAK.;Kaupunki;840;0,038558118;0,009596514;5,25
1736A;27671;15;5.12.2008 0:00;270 Vanhakaupunki;2700;10300;0.0;113;2009.0;2010;2012;3.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;560;0,060719974;0,077007984;1,25
1736D;27671;14;5.12.2008 0:00;270 Vanhakaupunki;2700;5100;0.0;62;2009.0;2010;2012;3.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;ATT;Kaupunki;560;0,060719974;0,077007984;1,25
1768A;38313;5;25.3.2019 0:00;386 Pihlajisto;3860;2000;0.0;45;2020.0;2021;2021;1.0;Sääntelemätön;Vuokra-asuntoja;Takauslaina;Ei Hitas;Kerrostalo;GRANIITTIASUNNOT OY;Kaupunki;710;0,035720116;-0,006308281;-0,5
1768B;38313;7;25.3.2019 0:00;386 Pihlajisto;3860;2500;1200.0;47;2020.0;2020;2020;0.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Kerrostalo;LEHTO GROUP;Kaupunki;710;0,035720116;-0,006308281;-0,25
1771A;36062;21;6.4.2001 0:00;364 Viikinmäki;3640;3035;0.0;42;2000.0;2001;2002;2.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;5,25
1771B;36062;20;6.4.2001 0:00;364 Viikinmäki;3640;3365;0.0;49;2000.0;2001;2003;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;5,25
1772A;36062;24;6.4.2001 0:00;364 Viikinmäki;3640;5400;0.0;73;2000.0;2003;2004;4.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;3,25
1772B;36062;26;6.4.2001 0:00;364 Viikinmäki;3640;2700;0.0;39;2000.0;2003;2004;4.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Ei Hitas;Kerrostalo;ATT;Kaupunki;710;0,035720116;0,764581782;3,25
1779A;54171;1;21.2.1997 0:00;545 Kallahti;5451;4648;0.0;69;1997.0;1999;2000;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-YHTYMÄ OYJ;Kaupunki;980;0,041691154;-0,005546525;0
1781A;29112;7;13.10.2000 0:00;293 Pohjois-Haaga;2934;1170;60.0;15;2000.0;2004;2005;5.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;400;0,04568376;0,00257033;2,25
1781B;29112;9;13.10.2000 0:00;293 Pohjois-Haaga;2934;1100;240.0;22;2000.0;2004;2005;5.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;400;0,04568376;0,00257033;2,25
1781C;29112;8;13.10.2000 0:00;293 Pohjois-Haaga;2934;2770;1660.0;39;2000.0;2004;2005;5.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY/LEEVI RY;Kaupunki;400;0,04568376;0,00257033;2,25
1784A;29128;1;24.5.2002 0:00;291 Etelä-Haaga;2913;2000;700.0;65;2006.0;2010;2011;5.0;ARA-vuokra;Vuokra-asuntoja;Valtion tuki;Ei Hitas;Kerrostalo;ALKUASUNNOT;Kaupunki;320;0,049761074;0,001374049;1,25
1784B;29128;2;24.5.2002 0:00;291 Etelä-Haaga;2913;1317;0.0;12;2006.0;2011;2012;6.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Rivitalo;ATT;Kaupunki;320;0,049761074;0,001374049;1,5
1790A;29036;16;6.6.2014 0:00;291 Etelä-Haaga;2913;3900;0.0;78;0.0;2015;2016;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;POHJOLA ASUNTORAHASTO I KY ;Yksityinen;320;0,049761074;0,001374049;0,25
1790B;29036;18;6.6.2014 0:00;291 Etelä-Haaga;2913;1600;0.0;24;0.0;2015;2016;0.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Kerrostalo;POHJOLA ASUNTORAHASTO I KY ;Yksityinen;320;0,049761074;0,001374049;0,25
1793A;45201;11;16.1.1998 0:00;452 Puotila;4520;4400;0.0;58;1998.0;1999;2000;2.0;ARA-vuokra;Vuokra-asuntoja;Valtion laina;Ei Hitas;Kerrostalo;ATT;Kaupunki;910;0,040798319;0,00554134;0
1793B;45202;8;23.10.1998 0:00;452 Puotila;4520;1750;0.0;20;1997.0;1999;2000;3.0;Välimuoto;Asumisoikeusasuntoja;Valtion laina;Ei Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;910;0,040798319;0,00554134;0
1793C;45202;9;23.10.1998 0:00;452 Puotila;4520;2650;0.0;31;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Kerrostalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;910;0,040798319;0,00554134;0
1796A;45089;6;30.1.1998 0:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;0,035980533;0,004853554;0
1796B;45088;3;30.1.1998 0:00;453 Puotinharju;4534;300;0.0;3;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;0,035980533;0,004853554;0
1796C;45088;4;30.1.1998 0:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;0,035980533;0,004853554;0
1796D;45088;5;30.1.1998 0:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;0,035980533;0,004853554;0
1796E;45088;6;30.1.1998 0:00;453 Puotinharju;4534;400;0.0;4;1998.0;1999;2000;2.0;Välimuoto;Omistusasuntoja;Yhtiölainan korkotuki;Hitas;Rivitalo;ETELÄ-SUOMEN YH-RAKENNUTTAJA;Kaupunki;900;0,035980533;0,004853554;0
1823A;49035;5;8.12.2000 0:00;491 Yliskylä;4915;2300;0.0;28;1999.0;2002;2003;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;840;0,038558118;0,009596514;3,5
1823B;49035;4;8.12.2000 0:00;491 Yliskylä;4915;2300;0.0;28;2000.0;2002;2003;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hitas;Kerrostalo;SATO-RAKENNUTTAJAT OY;Kaupunki;840;0,038558118;0,009596514;3,5
