hanke;kortteli;tontti;asemakaava_lainvoimainen;osa_alue;pienalue;asuinkerrosala;muu_ala;asuntojen_maara;rakentamisvalmiusvuosi;aloitusvuosi;valmistumisvuosi;valmistumisaika;hallinta;hallintasuhde;rahoitusmuoto;hitas;erityisryhmä;talotyyppi;rakennuttaja;maanomistus;post_code;AAGR;AAGR_vaesto;peruskorko
4127;32002;7;2006-03-17 00:00:00;320 Konala;3201;119;0.0;1;2005.0;2009;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;5
4128;32002;8;2006-03-17 00:00:00;320 Konala;3201;228;0.0;1;2006.0;2012;2013;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;2
4130;32003;14;2006-03-17 00:00:00;320 Konala;3201;278;0.0;2;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;2,5
4132;32001;16;2006-03-17 00:00:00;320 Konala;3201;159;0.0;1;0;2012;2013;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;KASTELLI-TALOT;Kaupunki;390;3,996363534;1,657450466;2
4133;32003;11;2006-03-17 00:00:00;320 Konala;3201;167;0.0;1;2005.0;2006;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;2,5
4136;32005;23;2006-03-17 00:00:00;320 Konala;3201;210;0.0;2;1999.0;1999;2012;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;0
4138;32006;2;2006-03-17 00:00:00;320 Konala;3201;167;0.0;1;2005.0;2008;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Yksityinen;390;3,996363534;1,657450466;4,75
4140;32006;5;2006-03-17 00:00:00;320 Konala;3201;144;0.0;3;0;2022;2023;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;-0,5
4141;32006;13;2006-03-17 00:00:00;320 Konala;3201;156;0.0;1;2006.0;2012;2013;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;2
4142;32006;15;2006-03-17 00:00:00;320 Konala;3201;390;0.0;4;0;2022;2022;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;RAVAK OY;Yksityinen;390;3,996363534;1,657450466;-0,5
4144;32008;7;2006-03-17 00:00:00;320 Konala;3201;195;0.0;1;2006.0;2010;2010;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;1,25
4150;32009;6;2006-03-17 00:00:00;320 Konala;3201;585;0.0;6;2005.0;2008;2010;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;390;3,996363534;1,657450466;4,75
4151;11322;1;2005-10-14 00:00:00;112 Linjat;1121;7540;210.0;82;2005.0;2006;2008;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;SKANSKA;Kaupunki;530;5,617906359;-0,056129819;2,5
4152;41281;18;2005-08-05 00:00:00;411 Puistola;4111;99;0.0;1;2005.0;2005;2006;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;750;3,295993573;-0,103618172;2,25
4155;40168;5;2005-09-30 00:00:00;401 Siltamäki;4012;300;0.0;3;2005.0;2018;2020;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Yksityinen;740;2,93341527;0,759490658;-0,25
4158;40203;7;2005-09-30 00:00:00;403 Töyrynummi;4034;180;0.0;2;2005.0;2014;2016;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;740;2,93341527;-1,570121738;0,5
4159;40204;9;2005-09-30 00:00:00;403 Töyrynummi;4034;409;0;3;0;2014;2015;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;740;2,93341527;-1,570121738;0,5
4180;49018;12;2015-01-09 00:00:00;491 Yliskylä;4915;4100;0.0;60;2011.0;2019;2020;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;YIT;Yksityinen;840;3,855811843;0,95965144;-0,25
4184;14484;40;2013-12-05 00:00:00;140 Taka-Töölö;1405;2190;0.0;23;2011.0;2016;2017;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;AURATUM ASUNNOT OY;Valtio;260;5,273547066;0,234469412;0
4209;14517;4;1982-08-16 00:00:00;140 Taka-Töölö;1404;1960;0;21;0;2018;2019;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;MUU RAKENNUTTAJA;Yksityinen;250;5,110636987;0,234469412;-0,25
4227;15520;2;2019-12-31 00:00:00;150 Meilahti;1503;6960;2150.0;121;0;2021;2022;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;LAKEWOOD OY;Kaupunki;250;5,110636987;-1,061184438;-0,5
4236;30110;3;2010-12-30 00:00:00;304 Munkkivuori;3041;2500;0.0;25;2010.0;2012;2013;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;LUJATALO;Yksityinen;350;4,677362972;0,105888181;2
4237;28325;4;2009-09-11 00:00:00;282 Maunula;2822;85;0.0;1;2009.0;2018;2018;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;630;4,30140536;-0,081362293;-0,25
4238;28326;9;2009-09-11 00:00:00;282 Maunula;2822;160;0.0;1;2009.0;2014;2015;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;630;4,30140536;-0,081362293;0,5
4239;28326;10;2009-09-11 00:00:00;282 Maunula;2822;140;0.0;1;2009.0;2014;2015;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;630;4,30140536;-0,081362293;0,5
4240;28326;3;2009-09-11 00:00:00;282 Maunula;2822;160;0.0;1;2009.0;2014;2015;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;630;4,30140536;-0,081362293;0,5
4241;28326;4;2009-09-11 00:00:00;282 Maunula;2822;140;0.0;1;2009.0;2014;2015;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;630;4,30140536;-0,081362293;0,5
4247;40137;16;2007-05-25 00:00:00;402 Tapulikaupunki;4022;184;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4248;54053;6;2017-08-04 00:00:00;541 Keski-Vuosaari;5412;3050;0;47;0;2018;2019;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;ILMARINEN;Yksityinen;960;3,814744686;0,898424412;-0,25
4249;54053;7;2017-08-04 00:00:00;541 Keski-Vuosaari;5412;3350;0;49;0;2019;2020;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;ILMARINEN;Yksityinen;960;3,814744686;0,898424412;-0,25
4250;54053;8;2017-08-04 00:00:00;541 Keski-Vuosaari;5412;4250;0;62;0;2019;2020;0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;ILMARINEN;Yksityinen;960;3,814744686;0,898424412;-0,25
4251;38273;4;2007-05-11 00:00:00;382 Ala-Malmi;3821;5800;100.0;104;2006.0;2010;2012;6.0;ARA-vuokra;Vuokra-asuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Vanhukset;Kerrostalo;RUISSALO-SÄÄTIÖ;Yksityinen;700;3,321011103;1,490791185;1,25
4252;38274;1;2007-05-11 00:00:00;382 Ala-Malmi;3821;170;0.0;2;2006.0;2020;2021;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;700;3,321011103;1,490791185;-0,25
4253;38274;2;2007-05-11 00:00:00;382 Ala-Malmi;3821;170;0.0;1;2006.0;2017;2018;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;700;3,321011103;1,490791185;0
4254;38274;3;2007-05-11 00:00:00;382 Ala-Malmi;3821;170;0.0;2;2006.0;2018;2018;12.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;700;3,321011103;1,490791185;-0,25
4255;38274;4;2007-05-11 00:00:00;382 Ala-Malmi;3821;170;0.0;2;2006.0;2018;2019;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;700;3,321011103;1,490791185;-0,25
4261;40158;13;2015-10-23 00:00:00;402 Tapulikaupunki;4022;170;0;1;0;2020;2020;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;TUNTEMATON;Yksityinen;750;3,295993573;0,045718833;-0,25
4262;40158;14;2015-10-23 00:00:00;402 Tapulikaupunki;4022;280;0;2;0;2022;2023;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;RAKENNUTTAJARYHMÄ;Kaupunki;750;3,295993573;0,045718833;-0,5
4263;40158;15;2015-10-23 00:00:00;402 Tapulikaupunki;4022;310;0;2;0;2022;2023;0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Ok/Paritalo;RAKENNUTTAJARYHMÄ;Kaupunki;750;3,295993573;0,045718833;-0,5
4264;28326;11;2009-09-11 00:00:00;282 Maunula;2822;85;0.0;1;2009.0;2015;2016;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;YKSITYISHENKILÖ(T);Kaupunki;630;4,30140536;-0,081362293;0,25
4265;54019;20;2006-05-12 00:00:00;547 Rastila;5471;920;0.0;16;2006.0;2009;2011;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;AS.OY VENEMESTARINTIE 4;Yksityinen;980;4,169115363;2,244547317;5
4279;54244;2;2005-10-14 00:00:00;544 Meri-Rastila;5442;2060;0.0;20;2004.0;2012;2012;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;RAKENNUSTOIMISTO RASTO OY;Yksityinen;980;4,169115363;-0,081754083;2
4294;32033;18;2007-04-20 00:00:00;320 Konala;3203;2450;0.0;30;2006.0;2014;2014;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;NCC RAKENNUS OY;Yksityinen;390;3,996363534;1,657450466;0,5
4295;32033;26;2007-04-20 00:00:00;320 Konala;3203;1250;0.0;15;2006.0;2011;2012;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;NCC RAKENNUS OY;Yksityinen;390;3,996363534;1,657450466;1,5
4296;32033;31;2007-04-20 00:00:00;320 Konala;3203;1950;0.0;20;2006.0;2019;2019;13.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Rivitalo;KASTELLI-TALOT;Yksityinen;390;3,996363534;1,657450466;-0,25
4297;32033;32;2007-04-20 00:00:00;320 Konala;3203;4650;0.0;52;2006.0;2016;2017;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;NCC RAKENNUS OY;Yksityinen;390;3,996363534;1,657450466;0
4298;47031;13;2006-08-04 00:00:00;471 Kontula;4716;4000;0.0;50;2005.0;2011;2012;7.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;ATT;Kaupunki;940;3,155295611;0,387584974;1,5
4299;34081;3;2006-10-14 00:00:00;341 Länsi-Pakila;3412;425;0.0;3;2006.0;2008;2009;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;TUNTEMATON;Yksityinen;660;3,722342878;0,398446727;4,75
4301;47142;17;2005-08-12 00:00:00;472 Vesala;4724;118;0.0;1;2005.0;2005;2006;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;970;2,6411054;-0,200216982;2,25
4302;47144;21;2005-08-12 00:00:00;472 Vesala;4724;137;0.0;1;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;940;3,155295611;-0,200216982;2,5
4304;47188;2;2006-06-30 00:00:00;471 Kontula;4713;130;0.0;1;2005.0;2015;2015;10.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;0,25
4311;47189;12;2006-06-30 00:00:00;471 Kontula;4713;155;0.0;1;2005.0;2013;2014;9.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;0,75
4312;47189;13;2006-06-30 00:00:00;471 Kontula;4713;206;0.0;2;0;2022;2023;2023.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;-0,5
4320;47190;23;2006-06-30 00:00:00;471 Kontula;4713;91;0.0;1;2005.0;2005;2006;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;2,25
4324;47193;2;2006-06-30 00:00:00;471 Kontula;4713;150;0.0;1;2005.0;2019;2019;14.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;-0,25
4328;47194;26;2006-06-30 00:00:00;471 Kontula;4713;119;0.0;1;2005.0;2011;2012;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;1,5
4331;47195;22;2006-06-30 00:00:00;471 Kontula;4713;206;0.0;2;2005.0;2015;2016;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;0,25
4332;47195;4;2006-06-30 00:00:00;471 Kontula;4713;254;0.0;1;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;2,5
4333;47195;23;2006-06-30 00:00:00;471 Kontula;4713;182;0.0;1;2005.0;2020;2020;15.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;-0,25
4334;47197;2;2006-06-30 00:00:00;471 Kontula;4713;154;0.0;1;2005.0;2008;2009;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;4,75
4336;47197;5;2006-06-30 00:00:00;471 Kontula;4713;137;0.0;2;2005.0;2011;2012;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Yksityinen;920;4,03674203;0,387584974;1,5
4337;47197;6;2006-06-30 00:00:00;471 Kontula;4713;160;0.0;1;2005.0;2014;2016;11.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;0,5
4339;47197;19;2006-06-30 00:00:00;471 Kontula;4713;122;0.0;1;2005.0;2006;2006;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;920;4,03674203;0,387584974;2,5
4354;39329;32;2005-10-14 00:00:00;402 Tapulikaupunki;4021;166;0.0;1;2005.0;2005;2006;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;730;3,891022323;0,045718833;2,25
4355;46149;16;2013-04-19 00:00:00;463 Reimarla;4633;240;0.0;4;2005.0;2012;2013;8.0;Sääntelemätön;Vuokra-asuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;DIAKONISSALAITOS;Yksityinen;370;3,280780396;0,188856089;2
4356;42034;1;2005-10-28 00:00:00;420 Kulosaari;4204;270;0.0;1;2006.0;2013;2020;14.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;570;4,726472016;0,408710197;0,75
4357;40015;25;2005-09-30 00:00:00;401 Siltamäki;4013;198;0.0;1;2006.0;2005;2006;0.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;740;2,93341527;0,759490658;2,25
4358;13409;14;2005-08-08 00:00:00;130 Etu-Töölö;1301;5613;480.0;37;2005.0;2006;2007;2.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Kerrostalo;K.OY DAGMARINKATU 14;Yksityinen;100;5,606905584;0,512420409;2,5
4388;47360;4;2015-08-07 00:00:00;473 Mellunmäki;4733;1900;0.0;36;2015.0;2019;2020;5.0;Välimuoto;Asumisoikeusasuntoja;Pitkä korkotuki (40 v.);Ei Hitas;Ei erityisryhmää;Kerrostalo;YRJÖ JA HANNA -SÄÄTIÖ;Kaupunki;950;4,011226385;0,588188926;-0,25
4389;47361;8;2015-08-07 00:00:00;473 Mellunmäki;4733;2270;0.0;32;2015.0;2019;2019;4.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Kerrostalo;POHJOLA RAKENNUS OY;Kaupunki;950;4,011226385;0,588188926;-0,25
4390;47361;9;2015-08-07 00:00:00;473 Mellunmäki;4733;2270;0.0;32;2015.0;2018;2018;3.0;Välimuoto;Omistusasuntoja;Vapaarahoitteinen;Hintakontrolloitu;Ei erityisryhmää;Kerrostalo;POHJOLA RAKENNUS OY;Kaupunki;950;4,011226385;0,588188926;-0,25
4391;49265;3;2009-01-16 00:00:00;492 Jollas;4923;200;0.0;2;2008.0;2010;2014;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;1,25
4392;49265;7;2009-01-16 00:00:00;492 Jollas;4923;150;0.0;1;2008.0;2012;2013;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2
4393;49265;8;2009-01-16 00:00:00;492 Jollas;4923;150;0.0;1;2008.0;2012;2013;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Yksityinen;850;4,952378241;0,350145248;2
4395;49267;7;2009-01-16 00:00:00;492 Jollas;4923;180;0.0;1;2008.0;2015;2016;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;0,25
4396;49268;1;2009-01-16 00:00:00;492 Jollas;4923;170;0.0;1;2008.0;2012;2014;6.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2
4397;49268;2;2009-01-16 00:00:00;492 Jollas;4923;170;0.0;1;2008.0;2012;2015;7.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;2
4398;49268;3;2009-01-16 00:00:00;492 Jollas;4923;170;0.0;1;2008.0;2014;2016;8.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;850;4,952378241;0,350145248;0,5
4401;49268;7;2009-01-16 00:00:00;492 Jollas;4923;200;0.0;1;2009.0;2012;2012;3.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Kaupunki;850;4,952378241;0,350145248;2
4402;40137;17;2007-05-25 00:00:00;402 Tapulikaupunki;4022;184;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4403;40137;18;2007-05-25 00:00:00;402 Tapulikaupunki;4022;184;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4404;40137;19;2007-05-25 00:00:00;402 Tapulikaupunki;4022;184;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4405;40137;20;2007-05-25 00:00:00;402 Tapulikaupunki;4022;184;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4406;40137;21;2007-05-25 00:00:00;402 Tapulikaupunki;4022;185;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4407;40137;22;2007-05-25 00:00:00;402 Tapulikaupunki;4022;181;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4408;40137;23;2007-05-25 00:00:00;402 Tapulikaupunki;4022;174;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4409;40137;24;2007-05-25 00:00:00;402 Tapulikaupunki;4022;173;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4410;40137;25;2007-05-25 00:00:00;402 Tapulikaupunki;4022;172;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4411;40137;26;2007-05-25 00:00:00;402 Tapulikaupunki;4022;171;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4412;40137;27;2007-05-25 00:00:00;402 Tapulikaupunki;4022;170;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4413;40137;28;2007-05-25 00:00:00;402 Tapulikaupunki;4022;171;0.0;1;2007.0;2010;2011;4.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;NOTOCOM OY;Kaupunki;750;3,295993573;0,045718833;1,25
4415;41209;13;1986-06-13 00:00:00;414 Jakomäki;4141;119;0.0;1;2006.0;2010;2011;5.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;OMATOIMINEN RAK.;Yksityinen;770;3,274964466;-0,345262404;1,25
4416;41209;14;1986-06-13 00:00:00;414 Jakomäki;4141;114;0.0;1;2006.0;2006;2007;1.0;Sääntelemätön;Omistusasuntoja;Vapaarahoitteinen;Ei Hitas;Ei erityisryhmää;Pientalo;TUNTEMATON;Yksityinen;770;3,274964466;-0,345262404;2,5
